डरावना,{'text': 'creepy'}
ब्रुकलिन,{'text': 'brooklyn'}
ऊंचाइयों,{'text': 'heights'}
brownstone,{'text': 'brownstone'}
निवास,{'text': 'inhabited'}
अंधा,{'text': 'blind'}
पुजारी,{'text': 'priest'}
मंजिल,{'text': 'floor'}
बातें,{'text': 'things'}
वाक़ई,{'text': 'really'}
प्रारंभ,{'text': 'start'}
खाना पकाने,{'text': 'cooking'}
पड़ोसियों,{'text': 'neighbors'}
सहित,{'text': 'including'}
Fantastically,{'text': 'fantastically'}
दुष्ट,{'text': 'wicked'}
बर्गेस,{'text': 'burgess'}
मेरेडिथ,{'text': 'meredith'}
गांठदार,{'text': 'kinky'}
जोड़े,{'text': 'couple'}
सिल्विया,{'text': 'sylvia'}
मील,{'text': 'miles'}
बेवर्ली,{'text': 'beverly'}
परी,{'text': 'angelo'}
शैतानी,{'text': 'diabolical'}
या,{'text': 'eli'}
wallach,{'text': 'wallach'}
शानदार,{'text': 'great'}
मज़ा,{'text': 'fun'}
चतुर,{'text': 'wily'}
जासूस,{'text': 'detective'}
लगभग,{'text': 'nearly'}
पार,{'text': 'cross'}
दौनी,{'text': 'rosemary'}
बच्चे,{'text': 'baby'}
ओझा,{'text': 'exorcist'}
संयोजन,{'text': 'combination'}
आधारित,{'text': 'based'}
सबसे अच्छा,{'text': 'best'}
विक्रेता,{'text': 'seller'}
Jeffrey,{'text': 'jeffrey'}
konvitz,{'text': 'konvitz'}
प्रहरी,{'text': 'sentinel'}
मनोरंजक,{'text': 'entertainingly'}
डरावना,{'text': 'spooky'}
झटके,{'text': 'shocks'}
लाया,{'text': 'brought'}
निदेशक,{'text': 'director'}
माइकल,{'text': 'michael'}
विजेता,{'text': 'winner'}
Mounts,{'text': 'mounts'}
सोच,{'text': 'thoughtfully'}
downbeat,{'text': 'downbeat'}
समाप्त,{'text': 'ending'}
कौशल,{'text': 'skill'}
ठोस,{'text': 'solid'}
Unremarkable,{'text': 'unremarkable'}
फिल्म,{'text': 'film'}
matthau,{'text': 'matthau'}
आइंस्टीन,{'text': 'einstein'}
अद्‍भुत,{'text': 'wonderful'}
पसंदीदा,{'text': 'favorite'}
बात,{'text': 'thing'}
बनाने,{'text': 'make'}
तरीका,{'text': 'way'}
भौतिकविदों,{'text': 'physicists'}
खेल,{'text': 'playing'}
प्यार,{'text': 'loved'}
स्वेटर,{'text': 'sweaters'}
बातचीत,{'text': 'conversation'}
इंतजार,{'text': 'waited'}
रॉबिंस,{'text': 'robbins'}
प्राप्त,{'text': 'retrieve'}
पक्षी,{'text': 'birdie'}
अजीब,{'text': 'strange'}
लग रहा,{'text': 'feeling'}
बैठो,{'text': 'sit'}
थियेटर,{'text': 'theater'}
कब्जा,{'text': 'occupied'}
माता पिता,{'text': 'parents'}
उड़ानेवाला,{'text': 'rollicking'}
बच्चों,{'text': 'kids'}
लगा,{'text': 'felt'}
जैसे,{'text': 'like'}
बजाय,{'text': 'instead'}
टिकट,{'text': 'ticket'}
दिया,{'text': 'given'}
सदस्यता,{'text': 'membership'}
Br,{'text': 'br'}
थॉमस,{'text': 'thomas'}
Rockwell,{'text': 'rockwell'}
सम्मान,{'text': 'respected'}
पुस्तक,{'text': 'book'}
खाने,{'text': 'eat'}
तला हुआ,{'text': 'fried'}
कीड़े,{'text': 'worms'}
शुरू,{'text': 'starts'}
बच्चों,{'text': 'children'}
कहानी,{'text': 'story'}
चलती,{'text': 'moving'}
नया,{'text': 'new'}
शहर,{'text': 'town'}
बच्चे,{'text': 'kid'}
पांचवें,{'text': 'fifth'}
Grader,{'text': 'grader'}
बिली,{'text': 'billy'}
Forrester,{'text': 'forrester'}
लोकप्रिय,{'text': 'popular'}
नए सिरे से,{'text': 'anew'}
बनाने,{'text': 'making'}
दोस्तों,{'text': 'friends'}
आसान,{'text': 'easy'}
खासकर,{'text': 'especially'}
संभावना,{'text': 'prospect'}
एडम,{'text': 'adam'}
एरिका,{'text': 'erica'}
पैर,{'text': 'feet'}
विशाल,{'text': 'giant'}
उलझी,{'text': 'complicating'}
धमकाने,{'text': 'bully'}
चेहरे,{'text': 'face'}
स्लीवलेस,{'text': 'sleeveless'}
शर्ट,{'text': 'shirts'}
कठिन,{'text': 'daunting'}
मौत,{'text': 'death'}
अंगूठी,{'text': 'ring'}
crackerjack,{'text': 'crackerjack'}
अफवाह,{'text': 'rumored'}
मार,{'text': 'kill'}
छिद्रित,{'text': 'punched'}
तुरंत,{'text': 'immediately'}
Unleashes,{'text': 'unleashes'}
जहर,{'text': 'poison'}
मारता,{'text': 'kills'}
ग्रेड,{'text': 'grade'}
अक्ष,{'text': 'axis'}
बुराई,{'text': 'evil'}
स्वागत है,{'text': 'welcome'}
तस्करी,{'text': 'smuggling'}
मुट्ठी भर,{'text': 'handful'}
घिनौना,{'text': 'slimy'}
पता चला,{'text': 'discovered'}
नाटकों,{'text': 'plays'}
शांत,{'text': 'cool'}
शपथ ग्रहण,{'text': 'swearing'}
खाती,{'text': 'eats'}
समय,{'text': 'time'}
फेंकता,{'text': 'throws'}
ewww,{'text': 'ewww'}
जीत,{'text': 'win'}
अनिच्छा,{'text': 'reluctantly'}
दांव,{'text': 'bets'}
10,{'text': '10'}
उबला हुआ,{'text': 'boiled'}
गर्म,{'text': 'hot'}
सॉस,{'text': 'sauce'}
कुचल,{'text': 'squashed'}
फैल,{'text': 'spread'}
मूंगफली,{'text': 'peanut'}
मक्खन,{'text': 'butter'}
सैंडविच,{'text': 'sandwich'}
भोजन,{'text': 'meal'}
डब,{'text': 'dubbed'}
विदेशी,{'text': 'exotic'}
रेडियोधर्मी,{'text': 'radioactive'}
कीचड़,{'text': 'slime'}
खुशी,{'text': 'delight'}
अंततः,{'text': 'finally'}
रहते,{'text': 'live'}
सपना,{'text': 'dream'}
रहने वाले,{'text': 'living'}
जीव,{'text': 'organism'}
और,{'text': 've'}
साथ,{'text': 'met'}
Ll,{'text': 'll'}
पता,{'text': 'know'}
Uncontrollably,{'text': 'uncontrollably'}
हार्दिक,{'text': 'hearty'}
हंसी,{'text': 'laugh'}
रेंगना,{'text': 'creep'}
Erupting,{'text': 'erupting'}
बच्चा,{'text': 'toddler'}
रोना,{'text': 'whining'}
डिल,{'text': 'dilly'}
डिक,{'text': 'dick'}
दर्द,{'text': 'hurts'}
शानदार,{'text': 'wonderfully'}
घृणित,{'text': 'disgusting'}
रेटेड,{'text': 'rated'}
farrelly,{'text': 'farrelly'}
भाइयों,{'text': 'brothers'}
उल्टी,{'text': 'vomitous'}
रमणीय,{'text': 'delightful'}
लेखक,{'text': 'writer'}
बॉब,{'text': 'bob'}
प्रेमी,{'text': 'savvy'}
कथाकार,{'text': 'storyteller'}
बढ़ाने,{'text': 'raise'}
दांव,{'text': 'stakes'}
खपत,{'text': 'consumed'}
बजे,{'text': 'pm'}
अलावा,{'text': 'addition'}
रखती,{'text': 'holds'}
अंधेरे,{'text': 'dark'}
गुप्त,{'text': 'secret'}
अल्ट्रा,{'text': 'ultra'}
संवेदनशील,{'text': 'sensitive'}
पेट,{'text': 'stomach'}
उत्सुक,{'text': 'keen'}
भावना,{'text': 'sense'}
परिप्रेक्ष्य,{'text': 'perspective'}
सटीकता,{'text': 'accuracy'}
ड्रॉ,{'text': 'draws'}
असुरक्षा,{'text': 'insecurities'}
प्रवृत्ति,{'text': 'tendency'}
अतिशयोक्ति,{'text': 'exaggerate'}
सांसारिक,{'text': 'mundane'}
दुविधाओं,{'text': 'dilemmas'}
मूलतः,{'text': 'essentially'}
था,{'text': 'war'}
स्वतंत्रता,{'text': 'freedom'}
लड़ाकू,{'text': 'fighter'}
Hater,{'text': 'hater'}
उपयोग,{'text': 'use'}
रोमिल,{'text': 'pubescent'}
लड़कों,{'text': 'boys'}
मोहरे,{'text': 'pawns'}
प्रॉक्सी,{'text': 'proxy'}
युद्धों,{'text': 'wars'}
जानें,{'text': 'learn'}
मूल्यवान,{'text': 'valuable'}
सबक,{'text': 'lesson'}
एकता,{'text': 'unity'}
अंतरराष्ट्रीय,{'text': 'international'}
नेताओं,{'text': 'leaders'}
वैश्विक,{'text': 'global'}
अंत,{'text': 'end'}
शान्ति,{'text': 'comforted'}
माताओं,{'text': 'mothers'}
देखा,{'text': 'looked'}
सहमत,{'text': 'agreed'}
जीता,{'text': 'won'}
पंजीकृत करें,{'text': 'register'}
वैध,{'text': 'lawful'}
शायद,{'text': 'probably'}
अतिरिक्त,{'text': 'additional'}
एपिसोड,{'text': 'episodes'}
प्रसारित,{'text': 'aired'}
देखा गया,{'text': 'viewed'}
एबीसी,{'text': 'abc'}
साथ,{'text': 'com'}
देखा,{'text': 'watched'}
टेलीविजन,{'text': 'television'}
साल,{'text': 'years'}
संभवतः,{'text': 'possibly'}
अपराध,{'text': 'crime'}
खूबसूरती,{'text': 'beautifully'}
लिखा,{'text': 'written'}
अभिनय,{'text': 'acted'}
रद्द,{'text': 'canceled'}
अभिनेताओं,{'text': 'actors'}
खेला,{'text': 'played'}
लौरा,{'text': 'laura'}
कण,{'text': 'whit'}
कार्लोस,{'text': 'carlos'}
मॅई,{'text': 'mae'}
Damian,{'text': 'damian'}
माँ,{'text': 'anya'}
Omg,{'text': 'omg'}
स्टीवन,{'text': 'steven'}
अविश्वसनीय,{'text': 'incredible'}
प्राकृतिक,{'text': 'natural'}
भूमिकाओं,{'text': 'roles'}
उदास,{'text': 'sad'}
गया,{'text': 'gone'}
पाठ्यक्रम,{'text': 'course'}
आश्चर्य,{'text': 'wonder'}
कारणों,{'text': 'reasons'}
चलो,{'text': 'let'}
विश्वास,{'text': 'believe'}
सुश्री,{'text': 'ms'}
moynahan,{'text': 'moynahan'}
गर्भावस्था,{'text': 'pregnancy'}
स्लॉट,{'text': 'slot'}
बाजार,{'text': 'market'}
आशा,{'text': 'hope'}
क्या,{'text': 'come'}
डीवीडी,{'text': 'dvd'}
दिन,{'text': 'day'}
धन्यवाद,{'text': 'thanks'}
पढ़ने,{'text': 'reading'}
देखा,{'text': 'saw'}
हो,{'text': 'grown'}
चालाक,{'text': 'clever'}
श्रैक,{'text': 'shrek'}
सोचा,{'text': 'thought'}
अच्छा,{'text': 'good'}
रंगमंच,{'text': 'theatre'}
घिरा,{'text': 'surrounded'}
वसंत,{'text': 'spring'}
तोड़,{'text': 'break'}
ध्वनि,{'text': 'sound'}
पसंद,{'text': 'liked'}
लगे हुए,{'text': 'engaged'}
स्पष्ट,{'text': 'apparent'}
वर्ण,{'text': 'characters'}
उपयुक्त,{'text': 'appropriate'}
हाँफना,{'text': 'gasps'}
टिप्पणियाँ,{'text': 'comments'}
उम्मीद,{'text': 'hopefully'}
लोगों,{'text': 'people'}
एहसास,{'text': 'realize'}
सफल,{'text': 'successful'}
व्यक्तिगत तौर पर,{'text': 'personally'}
Scrat,{'text': 'scrat'}
का उपयोग करके,{'text': 'using'}
Imdb,{'text': 'imdb'}
मोटी,{'text': 'hefty'}
वोट,{'text': 'votes'}
पसंदीदा,{'text': 'favourite'}
फिल्मों,{'text': 'films'}
का आनंद लें,{'text': 'enjoy'}
कर,{'text': 'doing'}
सेकंड,{'text': 'seconds'}
दुनिया,{'text': 'world'}
समाप्त होता,{'text': 'ends'}
शुरू,{'text': 'begins'}
सात,{'text': 'seven'}
वास्तव,{'text': 'exactly'}
बेहतर,{'text': 'better'}
रिकॉर्ड,{'text': 'record'}
लंबी,{'text': 'long'}
खोलने,{'text': 'opening'}
शॉट,{'text': 'shot'}
दिखानेवाले,{'text': 'showmanship'}
शानदार,{'text': 'superb'}
नवाचार,{'text': 'innovation'}
बिल्कुल,{'text': 'perfectly'}
अनुकूल,{'text': 'suited'}
स्थिति,{'text': 'situation'}
कुत्ते,{'text': 'dog'}
बाइक,{'text': 'bike'}
सुंदर,{'text': 'lovely'}
स्पर्श,{'text': 'touch'}
Word,{'text': 'word'}
प्रतिभा,{'text': 'genius'}
Overused,{'text': 'overused'}
शक्तिशाली,{'text': 'powerful'}
संदेश,{'text': 'message'}
प्यार,{'text': 'love'}
मोचन,{'text': 'redemption'}
परिवर्तन,{'text': 'transformation'}
भाई,{'text': 'brother'}
नतीजों,{'text': 'repercussions'}
भयानक,{'text': 'horrible'}
रोग,{'text': 'disease'}
परिवार,{'text': 'family'}
निर्देशित,{'text': 'directed'}
खामियों,{'text': 'flaws'}
कहना,{'text': 'say'}
दिखाया,{'text': 'showed'}
विशिष्ट,{'text': 'typical'}
उपनगरीय,{'text': 'suburban'}
कठिनाइयों,{'text': 'difficulties'}
सांस्कृतिक,{'text': 'cultural'}
पृष्ठभूमि,{'text': 'backgrounds'}
संस्कृतियों,{'text': 'cultures'}
दिखाया,{'text': 'shown'}
असली,{'text': 'real'}
जीवन,{'text': 'life'}
बढ़,{'text': 'soared'}
शर्तों,{'text': 'terms'}
मान,{'text': 'values'}
समझ,{'text': 'understanding'}
लाने,{'text': 'bring'}
करीब,{'text': 'closer'}
निर्माता,{'text': 'maker'}
आँसू,{'text': 'tears'}
आँखों,{'text': 'eyes'}
चौकड़ी,{'text': 'quartet'}
तिकड़ी,{'text': 'trio'}
जारी रखा,{'text': 'continued'}
गुणवत्ता,{'text': 'quality'}
पहले,{'text': 'earlier'}
संस्करणों,{'text': 'versions'}
कम,{'text': 'short'}
कहानियों,{'text': 'stories'}
maugham,{'text': 'maugham'}
बाग,{'text': 'verger'}
श्री,{'text': 'mr'}
हास्य,{'text': 'comic'}
लंबे समय तक,{'text': 'prolonged'}
मजाक,{'text': 'joke'}
स्वास्थ्य,{'text': 'health'}
मुद्दों,{'text': 'issues'}
शामिल,{'text': 'involved'}
लेखक,{'text': 'author'}
परिचय,{'text': 'introduces'}
जेम्स,{'text': 'james'}
जल्द ही,{'text': 'soon'}
हस्ताक्षर,{'text': 'signature'}
भूमिका,{'text': 'role'}
शमूएल,{'text': 'samuel'}
हीरो,{'text': 'hero'}
छोटे,{'text': 'small'}
प्रकार,{'text': 'type'}
काम,{'text': 'job'}
चर्च,{'text': 'church'}
पादरी,{'text': 'vicar'}
hordern,{'text': 'hordern'}
बौद्धिक,{'text': 'intellectual'}
घमंडी,{'text': 'snob'}
सुनता,{'text': 'hears'}
स्कूली शिक्षा,{'text': 'schooling'}
आग,{'text': 'fires'}
सहेजा,{'text': 'saved'}
पैसे,{'text': 'money'}
बताता,{'text': 'tells'}
पत्नी,{'text': 'wife'}
Kathleen,{'text': 'kathleen'}
हैरिसन,{'text': 'harrison'}
fancies,{'text': 'fancies'}
लगातार,{'text': 'buying'}
समाचार,{'text': 'news'}
तंबाकू,{'text': 'tobacco'}
दुकान,{'text': 'shop'}
आँख,{'text': 'eye'}
स्टोर,{'text': 'store'}
पनपती,{'text': 'thrives'}
श्रृंखला,{'text': 'chain'}
स्टोर,{'text': 'stores'}
पोते,{'text': 'grandchild'}
नाम,{'text': 'christened'}
चकित,{'text': 'amazed'}
समृद्ध,{'text': 'prosperous'}
पूर्व,{'text': 'ex'}
अदायगी,{'text': 'payoff'}
बैंक,{'text': 'bank'}
प्रबंधक,{'text': 'manager'}
फेलिक्स,{'text': 'felix'}
मिलता,{'text': 'meets'}
निवेश,{'text': 'investments'}
छोड़,{'text': 'leave'}
सुन,{'text': 'hear'}
Unintentional,{'text': 'unintentional'}
विडंबना,{'text': 'ironic'}
कतार,{'text': 'coda'}
मीटिंग,{'text': 'meeting'}
अनुसार,{'text': 'according'}
आप,{'text': 'man'}
अधिकतम,{'text': 'max'}
निगेल,{'text': 'nigel'}
पैट्रिक,{'text': 'patrick'}
क्रूज,{'text': 'cruise'}
Splashy,{'text': 'splashy'}
अनुकूल,{'text': 'friendly'}
थोड़ा,{'text': 'slightly'}
दबंग,{'text': 'overbearing'}
मध्य,{'text': 'middle'}
पूर्व,{'text': 'east'}
व्यापार,{'text': 'business'}
यात्रा,{'text': 'trip'}
संबंधित,{'text': 'regarding'}
गहने,{'text': 'jewelry'}
स्टीमर,{'text': 'steamship'}
राज्य,{'text': 'state'}
कमरे,{'text': 'room'}
दोस्त,{'text': 'mate'}
ग्रे,{'text': 'grey'}
शांत,{'text': 'quiet'}
उचित,{'text': 'proper'}
wilfred,{'text': 'wilfred'}
हाइड,{'text': 'hyde'}
सफेद,{'text': 'white'}
चुपचाप,{'text': 'silently'}
अनुमोदन,{'text': 'disapproving'}
पसंद,{'text': 'likes'}
सजीव,{'text': 'enliven'}
भारी,{'text': 'heavily'}
जहाज,{'text': 'ship'}
मनोरंजन,{'text': 'entertainment'}
बिंदु,{'text': 'point'}
जैसा दिखता,{'text': 'resembles'}
प्लॉट,{'text': 'plot'}
नहीं,{'text': 'non'}
चीन,{'text': 'china'}
समुद्र,{'text': 'seas'}
१९३५,{'text': '1935'}
इससे,{'text': 'makes'}
लेकिन,{'text': 'bet'}
बता,{'text': 'tell'}
टुकड़ा,{'text': 'piece'}
नकली,{'text': 'fake'}
आग्रह,{'text': 'insisting'}
देखा,{'text': 'spotted'}
उगता,{'text': 'rises'}
अवसर,{'text': 'occasion'}
सबसे लंबे समय तक,{'text': 'longest'}
खंड,{'text': 'segment'}
रोलाण्ड,{'text': 'roland'}
culver,{'text': 'culver'}
काल्पनिक,{'text': 'fictional'}
उम्र,{'text': 'alter'}
अहंकार,{'text': 'ego'}
जासूस,{'text': 'spy'}
हिचकॉक,{'text': 'hitchcock'}
एजेंट,{'text': 'agent'}
महीने,{'text': 'months'}
पाता,{'text': 'finds'}
उल्लेखनीय,{'text': 'remarkable'}
चालक दल,{'text': 'crew'}
जीन,{'text': 'jean'}
सीमन्स,{'text': 'simmons'}
कमजोर,{'text': 'frail'}
ख़ूबसूरत,{'text': 'beautiful'}
युवा,{'text': 'young'}
औरत,{'text': 'woman'}
फिनले,{'text': 'finlay'}
करी,{'text': 'currie'}
काबिज,{'text': 'irascible'}
Scotsman,{'text': 'scotsman'}
जॉन,{'text': 'john'}
लॉरी,{'text': 'laurie'}
दूसरा,{'text': 'second'}
रेमंड,{'text': 'raymond'}
huntley,{'text': 'huntley'}
रोगी,{'text': 'patient'}
शो,{'text': 'shows'}
आंतरिक,{'text': 'internal'}
क्रोध,{'text': 'anger'}
रेनी,{'text': 'rennie'}
धमकी,{'text': 'threatening'}
बीमारी,{'text': 'illness'}
घड़ियों,{'text': 'watches'}
खेलने,{'text': 'play'}
निष्कर्ष,{'text': 'conclusions'}
काम,{'text': 'dealing'}
गहरा,{'text': 'deeply'}
बांका,{'text': 'dandy'}
का पालन करें,{'text': 'follow'}
लायक,{'text': 'worth'}
देख,{'text': 'watching'}
परिपक्व,{'text': 'mature'}
स्वीकार,{'text': 'admit'}
शेड,{'text': 'shed'}
आंसू,{'text': 'tear'}
प्रतिक्रिया,{'text': 'response'}
जरूरत,{'text': 'need'}
देखने,{'text': 'viewing'}
आगमन,{'text': 'advent'}
स्थानांतरित,{'text': 'moved'}
स्तर,{'text': 'level'}
Aileen,{'text': 'aileen'}
प्रेमिका,{'text': 'girlfriend'}
सचिव,{'text': 'secretary'}
मुख्य,{'text': 'main'}
रोशन,{'text': 'roshan'}
सेठ,{'text': 'seth'}
रेस्तरां,{'text': 'restaurant'}
जानकारी,{'text': 'information'}
वेबसाइट,{'text': 'website'}
होने,{'text': 'having'}
कहा,{'text': 'stated'}
व्यक्तिगत,{'text': 'personal'}
लगता,{'text': 'think'}
फिल्माया,{'text': 'filmed'}
जोनाथन,{'text': 'jonathan'}
demme,{'text': 'demme'}
निर्देशक,{'text': 'directorial'}
पहली,{'text': 'debut'}
रोजर,{'text': 'roger'}
corman,{'text': 'corman'}
महान,{'text': 'legendary'}
कार्रवाई,{'text': 'exploitation'}
संगठन,{'text': 'outfit'}
चित्र,{'text': 'pictures'}
दरों,{'text': 'rates'}
अत्यधिक,{'text': 'highly'}
बेहतरीन,{'text': 'finest'}
लड़कियों,{'text': 'chicks'}
श्रृंखला,{'text': 'chains'}
७०,{'text': '70'}
grindhouse,{'text': 'grindhouse'}
क्लासिक्स,{'text': 'classics'}
अनुग्रह,{'text': 'grace'}
सेल्यूलाइड,{'text': 'celluloid'}
Russ,{'text': 'russ'}
मेयेर,{'text': 'meyer'}
अभिनेत्री,{'text': 'starlet'}
एरिक,{'text': 'eric'}
लोमडी,{'text': 'vixen'}
घाटी,{'text': 'valley'}
गुड़िया,{'text': 'dolls'}
गेविन,{'text': 'gavin'}
देता,{'text': 'gives'}
मजबूत,{'text': 'robust'}
जीतने,{'text': 'winning'}
प्रदर्शन,{'text': 'performance'}
तांबे,{'text': 'brassy'}
लचीला,{'text': 'resilient'}
मछली,{'text': 'fish'}
है,{'text': 'does'}
दृढ़,{'text': 'persevere'}
गंभीर,{'text': 'grimy'}
नारकीय,{'text': 'hellish'}
penitentiary,{'text': 'penitentiary'}
शानदार,{'text': 'fabulous'}
बारबरा,{'text': 'barbara'}
स्टील,{'text': 'steele'}
प्रस्ताव,{'text': 'offers'}
Deliciously,{'text': 'deliciously'}
चित्रण,{'text': 'portrayal'}
मतलब,{'text': 'mean'}
अपंग,{'text': 'crippled'}
यौन,{'text': 'sexually'}
निराश,{'text': 'frustrated'}
वार्डन,{'text': 'warden'}
कामुक,{'text': 'erotic'}
धीमी,{'text': 'slow'}
वासनोत्तेजक,{'text': 'steamy'}
स्ट्रिपटीज़,{'text': 'striptease'}
महिला,{'text': 'lady'}
कैदियों,{'text': 'inmates'}
पुराने,{'text': 'longtime'}
अभिनेत्री,{'text': 'actress'}
रॉबर्ट,{'text': 'roberta'}
अपवित्र,{'text': 'unholy'}
रोलर्स,{'text': 'rollers'}
कोलिन्स,{'text': 'collins'}
उद्धार,{'text': 'delivers'}
Hilariously,{'text': 'hilariously'}
Raunchy,{'text': 'raunchy'}
प्यारी,{'text': 'endearing'}
बारी,{'text': 'turn'}
Cheerfully,{'text': 'cheerfully'}
आगे,{'text': 'forward'}
गलत,{'text': 'foul'}
मुंह,{'text': 'mouthed'}
kleptomaniac,{'text': 'kleptomaniac'}
अपराधी,{'text': 'felon'}
ही,{'text': 'gut'}
पर्दाफाश,{'text': 'busting'}
गंदा,{'text': 'dirty'}
pinnochio,{'text': 'pinnochio'}
Lynda,{'text': 'lynda'}
सोने,{'text': 'gold'}
टोबे,{'text': 'tobe'}
hooper,{'text': 'hooper'}
खाया,{'text': 'eaten'}
जिंदा,{'text': 'alive'}
कर्टिस,{'text': 'curtis'}
Harrington,{'text': 'harrington'}
रूबी,{'text': 'ruby'}
जीवंत,{'text': 'lively'}
Uninhibited,{'text': 'uninhibited'}
अनधिकृत,{'text': 'wildcat'}
दीवाना,{'text': 'crazy'}
ऐलिस,{'text': 'alice'}
Cuddly,{'text': 'cuddly'}
चेरिल,{'text': 'cheryl'}
rainbeaux,{'text': 'rainbeaux'}
स्मिथ,{'text': 'smith'}
छू,{'text': 'touching'}
पुनर्प्राप्ति,{'text': 'reprise'}
नाजुक,{'text': 'fragile'}
भयभीत,{'text': 'frightened'}
निर्दोष,{'text': 'innocent'}
बच्चे,{'text': 'child'}
ऐसे,{'text': 'tale'}
अलौकिक,{'text': 'supernatural'}
चित्र,{'text': 'picture'}
देने,{'text': 'deliver'}
अपेक्षित,{'text': 'expected'}
पर्याप्त,{'text': 'ample'}
मोटे,{'text': 'coarse'}
भाषा,{'text': 'language'}
नग्नता,{'text': 'nudity'}
बलात्कार,{'text': 'rape'}
हिंसा,{'text': 'violence'}
मतलब,{'text': 'means'}
आमतौर पर,{'text': 'typically'}
मूर्ख,{'text': 'crass'}
Sexist,{'text': 'sexist'}
अन्धकारमय,{'text': 'lurid'}
नासमझ,{'text': 'mindless'}
गंदगी,{'text': 'filth'}
प्रभावी,{'text': 'effectively'}
पड़ताल,{'text': 'explores'}
तरीके,{'text': 'ways'}
पुरुषों,{'text': 'men'}
निर्दयतापूर्वक,{'text': 'cruelly'}
शोषण,{'text': 'exploit'}
महिलाओं,{'text': 'women'}
जोरदार,{'text': 'strongly'}
दावा,{'text': 'asserts'}
लिए,{'text': 'pro'}
नारीवादी,{'text': 'feminist'}
धारणा,{'text': 'notion'}
दूर,{'text': 'overcome'}
बाधाओं,{'text': 'obstacles'}
बैंड,{'text': 'band'}
समूह,{'text': 'group'}
बहादुरी,{'text': 'bravely'}
misogynistic,{'text': 'misogynistic'}
उत्पीड़कों,{'text': 'oppressors'}
शक्तिशाली,{'text': 'mighty'}
लड़,{'text': 'fighting'}
बल,{'text': 'force'}
zesty,{'text': 'zesty'}
विश्वासपात्र,{'text': 'confidant'}
दिशा,{'text': 'direction'}
आता,{'text': 'comes'}
शानदार,{'text': 'glorious'}
बहुतायत,{'text': 'abundance'}
astutely,{'text': 'astutely'}
मनाया,{'text': 'observed'}
आकस्मिक,{'text': 'incidental'}
विवरण,{'text': 'details'}
क्षणों,{'text': 'moments'}
आकर्षक,{'text': 'engagingly'}
Quirky,{'text': 'quirky'}
मानव,{'text': 'human'}
व्यवहार,{'text': 'behavior'}
इसके अलावा,{'text': 'furthermore'}
तो,{'text': 'tak'}
Fujimoto,{'text': 'fujimoto'}
जीवंत,{'text': 'vibrant'}
छायांकन,{'text': 'cinematography'}
marvelously,{'text': 'marvelously'}
Oddball,{'text': 'oddball'}
उदास,{'text': 'blues'}
स्कोर,{'text': 'score'}
१००,{'text': '100'}
अति उत्कृष्ट,{'text': 'excellent'}
राइट,{'text': 'wright'}
प्रधान,{'text': 'sheriff'}
मैक,{'text': 'mack'}
uproariously,{'text': 'uproariously'}
भयानक,{'text': 'awful'}
सस्ते,{'text': 'cheap'}
रबर,{'text': 'rubber'}
राक्षस,{'text': 'monster'}
सूट,{'text': 'suit'}
